title,channel_title,desc,date,tags,liked,disliked,views
Nastya and best bedtime kids stories,Like Nastya,"Nastya and the story of the new bed, as well as other bedtime stories.
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/",2020-01-25T06:00:04Z,"['nastya and dad', 'stories for kids', 'nastya', 'like nastya', 'bedtime stories', 'best kids videos', 'stories for children', 'fairy tales', 'pretend']",480464,217600,105636219
Настя и папа - история для детей про вредные сладости и конфеты,Like Nastya,"Настя и папа устроили шоколадный челендж. Они пробуют необычные конфеты и сладости. Но у них болит живот и испортились зубы. Вредно есть много сладостей!

Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX

https://www.instagram.com/likenastya/",2020-01-23T06:00:00Z,"['Настя и папа', 'вредные сладости', 'история для детей', 'игрушки для детей', 'настя', 'лайк настя', 'do not eat too much candy', 'chocolate', 'toys for kids', 'nastya and dad', 'nastya', 'like nastya']",1956520,868558,501456149
Настя делает аквагрим для конкурса красоты,Like Nastya,"Настя красит волосы и делает аквагрим подругам. Девочки хотят быть красивыми и победить в конкурсе красоты.

Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX

https://www.instagram.com/likenastya/",2020-01-21T06:00:04Z,"['для девочек', 'конкурс красоты', 'аквагрим для детей', 'настя', 'лайк настя', 'настя и друзья', 'for girls', 'make up for kids', 'toys for girls', 'beauty contest', 'kids video', 'nastya', 'like nastya']",438125,193835,116255439
Настя и папа создали сами новую игру для детей,Like Nastya,"Игра про Настю, Apple: https://apps.apple.com/app/id1493900445
Google: https://bit.ly/2NDxm7n

Настя и папа решили создать вместе компьютерную игру для детей, которая будет весёлой, образовательной и интересной.
Создаём #домавместе

Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX

https://www.instagram.com/likenastya/",2020-01-19T06:00:01Z,"['настя и папа', 'настя играет с папой', 'новая игра', 'игра про настю', 'настя', 'лайк настя', 'new game for kids', 'playing', 'toys for kids', 'game for kids', 'nastya and dad', 'nastya and papa', 'nastya', 'домавместе']",326289,92349,52974227
Настя и папа лопают шарики с сюрпризами,Like Nastya,"Настя с подругой любят лопать шарики и папа придумал для них развлечение. Он наполнил огромные шары сюрпризами и дал девочкам играть.
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX

https://www.instagram.com/likenastya/",2020-01-17T06:00:02Z,"['шарики', 'слайм', 'шарики с сюрпризами', 'воздушные шарики', 'лопаем шарики', 'лайк настя', 'настя', 'balloons', 'slime video', 'kids play', 'kids video', 'like nastya', 'nastya', 'nastya and dad']",630103,291957,163448777
Настя превратилась в котёнка,Like Nastya,"Настя играла со своей кошечкой и та её поцарапала. Настя превратилась в кошку и стала вести себя странно.

Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX

https://www.instagram.com/likenastya/",2020-01-15T06:00:00Z,"['кошка', 'настя и кошка', 'котёнок', 'игрушки для детей', 'настя и папа', 'настя', 'лайк настя', 'kitten', 'funny pets', 'nastya and cat', 'nastya and dad', 'play', 'toys for kids', 'funny cat', 'like nastya', 'nastya']",652272,293587,162376292
Настя устроила домашний зоопарк,Like Nastya,"Настя хочет играть с друзьями но они не берут её с собой, потому что Настя ещё маленькая. Тогда Настя решает играть одна и устраивает настоящий зоопарк дома.

Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX

https://www.instagram.com/likenastya/",2020-01-12T06:00:07Z,"['домашний зоопарк', 'настя и друзья', 'домашние животные', 'дети играют', 'настя', 'лайк настя', 'pets', 'home zoo', 'kids play', 'pretend', 'animals', 'nastya', 'like nastya']",697911,247598,128892581
Nastya and dad have fun in the playgrounds,Like Nastya,"Nastya and dad love to have fun, they often visit unusual interesting places and playgrounds for kids.
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/",2020-01-10T15:27:39Z,"['family fun', 'nastya and dad', 'indoor playground', 'kids videos', 'playground for kids', 'nastya', 'like nastya', 'настя', 'лайк настя']",366340,115639,71614545
Настя и активные игры для детей на улице,Like Nastya,"Настя с друзьями смотрят мультики, а папа пытается им объяснить что это вредно и предлагает поиграть на улице. Дети с удовольствием играют в активные и спортивные игры.
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX

https://www.instagram.com/likenastya/",2020-01-08T06:00:06Z,"['активные игры для детей', 'подвижные игры', 'игры на улице для детей', 'игрушки', 'настя и друзья', 'настя', 'лайк настя', 'active games', 'outdoor games', 'toys for kids', 'fun for kids', 'entertainment', 'kids play', 'nastya', 'like nastya']",779122,366781,197437838
Nastya invited friends to the Playdate,Like Nastya,"Nastya invited her friends to play. She tried and prepared a lot of kid's entertainment and outdoor games. Friends came and began to play actively, made a mess and Nastya had to clean a lot.
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/",2020-01-06T06:00:01Z,"['плейдейт', 'развлечения', 'игры на улице для детей', 'настя и друзья', 'настя', 'лайк настя', 'playdate', 'kids play', 'fun play', 'play date', 'kids toys', 'outdoor games', 'nastya', 'like nastya', 'for kids']",509472,253536,136098272
Nastya and dad bathe a kitten,Like Nastya,"Nastya and dad love cleanliness, they take care of the cleanliness of toys. But we must not forget about the hygiene of animals. They decided to arrange a bath day for their cat.
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/",2020-01-04T06:00:04Z,"['nastya and dad', 'bathe a kitten', 'funny pets', 'kids video', 'nastya', 'like nastya', 'video for kids', 'настя', 'лайк настя', 'для детей']",228811,79933,54963029
Nastya and dad open presents for Christmas,Like Nastya,"Nastya and dad made wishes for the New Year. Santa Claus brought gifts but mixed something up.
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/",2020-01-02T06:00:00Z,"['nastya', 'Christmas presents', 'toys', 'gifts for christmas', 'nastya and dad', 'kids video', 'presents for kids', 'christmas gifts', 'gifts for kids', 'like nastya', 'настя', 'лайк настя']",222330,82013,55628725
"Nastya, Roma and Diana celebrate Christmas",Like Nastya,"Nastya with friends is waiting for Christmas presents.
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/",2019-12-31T07:00:01Z,"['christmas for kids', 'christmas toys', 'nastya', 'like nastya', 'Nastya and friends', 'Diana and Roma', 'kids play', 'play with toys', 'kids videos']",419894,195569,86994651
Настя и друзья играют со снегом и лепят снеговика,Like Nastya,"Настя отправилась играть со снегом со своими друзьями. Они слепили снеговика и попали в увлекательное приключение.

Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX

https://www.instagram.com/likenastya/",2019-12-29T06:00:04Z,"['играют со снегом', 'дети и снег', 'Настя и друзья', 'настя', 'папа', 'лайк настя', 'play with snow', 'kids play', 'snow for kids', 'kids video', 'toys', 'nastya', 'like nastya']",703305,309938,194230892
Nastya and series about having fun with her best friend,Like Nastya,"Nastya and her friend Stacy play with new makeup, dress up and discover surprises with toys.
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX
https://www.instagram.com/likenastya/",2019-12-27T06:00:01Z,"['nastya', 'best friends', 'having fun', 'kids play', 'pretend play', 'stories for kids', 'toys for girls', 'kids videos', 'nastya and friends', 'настя', 'лайк настя']",650092,290653,138611735
Nastya is going on a trip for Christmas,Like Nastya,"Nastya has not seen snow for a long time and her dad is taking her on a winter Christmas trip. There they try all winter sports and snow play.
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX
https://www.instagram.com/funnystacy/",2019-12-25T07:00:11Z,"['nastya', 'family trip', 'snow', 'fun', 'nastya and dad', 'family fun', 'winter toys', 'Christmas', 'like nastya', 'настя', 'настя и папа']",162648,65604,45838416
Настя и история про то как важно хорошо учиться в школе,Like Nastya,"Настя хорошо учится в школе и папа балует её подарками. Но из-за них Настя забывает делать домашнюю работу и вскоре приносит плохие оценки.
Subscribe to Like Nastya Vlog - https://is.gd/gdv8uX

https://www.instagram.com/funnystacy/",2019-12-23T08:00:05Z,"['про учёбу', 'игрушки', 'настя и папа', 'настя', 'лайк настя', 'nastya and dad', 'toys', 'play', 'nastya', 'like nastya', 'pretend play', 'хорошо учиться в школе', 'история для детей', 'story for kids']",531063,196831,130257161
